IDStudent,NameStudent,IDSubject,NameSubject,Grade
2151163208,Ferd,CSE124,Hoc may,2.63
2151163209,Marketa,CSE124,Hoc may,8.77
2151163210,Ramon,CSE124,Hoc may,2.43
2151163211,Tristan,CSE124,Hoc may,9.02
2151163212,Tobiah,CSE124,Hoc may,8.76
2151163213,Kippie,CSE124,Hoc may,8.14
2151163214,Lonny,CSE124,Hoc may,6.34
2151163215,Hannie,CSE124,Hoc may,1.56
2151163216,Cordi,CSE124,Hoc may,5.44
2151163217,Horatio,CSE124,Hoc may,3.26
2151163218,Rourke,CSE124,Hoc may,8.21
2151163219,Peyter,CSE124,Hoc may,8.86
2151163221,Malcolm,CSE124,Hoc may,1.91
2151163222,Karin,CSE124,Hoc may,6.68
2151163223,Arielle,CSE124,Hoc may,0.37
2151163224,Durward,CSE124,Hoc may,2.29
2151163225,Barbra,CSE124,Hoc may,2.87
2151163226,Dionysus,CSE124,Hoc may,6.42
2151163227,Lilia,CSE124,Hoc may,5.74
2151163229,Korry,CSE124,Hoc may,9.68
2151163230,Birgitta,CSE124,Hoc may,7.91
2151163231,Hagan,CSE124,Hoc may,8.99
2151163232,Giff,CSE124,Hoc may,9.41
2151163234,Rica,CSE124,Hoc may,3.64
2151163235,Hilton,CSE124,Hoc may,6.0
2151163236,Nathalia,CSE124,Hoc may,5.29
2151163237,Tomaso,CSE124,Hoc may,1.68
2151163238,Ellary,CSE124,Hoc may,6.12
2151163239,Pinchas,CSE124,Hoc may,7.76
2151163240,Josefina,CSE124,Hoc may,0.32
2151163241,Price,CSE124,Hoc may,3.83
2151163242,Cris,CSE124,Hoc may,1.61
2151163243,Briggs,CSE124,Hoc may,5.48
2151163244,Aurora,CSE124,Hoc may,2.28
2151163245,Demetrius,CSE124,Hoc may,1.89
2151163247,Paddie,CSE124,Hoc may,3.43
2151163248,Ophelia,CSE124,Hoc may,6.71
2151163249,Curtis,CSE124,Hoc may,0.65
2151163000,Georas,CSE126,Hoc sau,2.29
2151163001,Mitchael,CSE126,Hoc sau,8.19
2151163002,Margaret,CSE126,Hoc sau,2.62
2151163003,Laverne,CSE126,Hoc sau,0.46
2151163004,Montague,CSE126,Hoc sau,4.74
2151163005,Hadrian,CSE126,Hoc sau,6.38
2151163006,Harald,CSE126,Hoc sau,7.55
2151163007,Becki,CSE126,Hoc sau,1.09
2151163008,Roxy,CSE126,Hoc sau,6.41
2151163009,Mindy,CSE126,Hoc sau,9.56
2151163010,Casi,CSE126,Hoc sau,4.55
2151163011,Carmencita,CSE126,Hoc sau,6.84
2151163012,Tanney,CSE126,Hoc sau,2.92
2151163013,Cary,CSE126,Hoc sau,9.19
2151163014,Pascale,CSE126,Hoc sau,4.88
2151163015,Wade,CSE126,Hoc sau,9.67
2151163016,Diann,CSE126,Hoc sau,7.51
2151163017,Inge,CSE126,Hoc sau,7.4
2151163018,Mada,CSE126,Hoc sau,8.55
2151163019,Karyn,CSE126,Hoc sau,5.14
2151163020,Ralf,CSE126,Hoc sau,5.24
2151163021,Selby,CSE126,Hoc sau,3.37
2151163022,Doy,CSE126,Hoc sau,9.18
2151163023,Electra,CSE126,Hoc sau,3.28
2151163024,Valentia,CSE126,Hoc sau,8.11
2151163025,Sidney,CSE126,Hoc sau,5.21
2151163026,Elnora,CSE126,Hoc sau,8.22
2151163027,Florinda,CSE126,Hoc sau,3.03
2151163028,Elton,CSE126,Hoc sau,6.8
2151163029,Hermy,CSE126,Hoc sau,0.01
2151163030,Jessika,CSE126,Hoc sau,0.77
2151163032,Waiter,CSE126,Hoc sau,5.52
2151163033,Margarethe,CSE126,Hoc sau,1.9
2151163034,Reeta,CSE126,Hoc sau,0.89
2151163035,Mannie,CSE126,Hoc sau,5.81
2151163036,Mariellen,CSE126,Hoc sau,0.29
2151163037,Laurena,CSE126,Hoc sau,9.44
2151163038,Serge,CSE126,Hoc sau,9.81
2151163039,Horton,CSE126,Hoc sau,1.24
2151163040,Griffith,CSE126,Hoc sau,1.54
2151163041,Baillie,CSE126,Hoc sau,7.06
2151163042,Margarita,CSE126,Hoc sau,1.89
2151163043,Jourdan,CSE126,Hoc sau,0.97
2151163044,Pippy,CSE126,Hoc sau,9.33
2151163045,Morgen,CSE126,Hoc sau,2.59
2151163046,Sileas,CSE126,Hoc sau,3.29
2151163047,Rabi,CSE126,Hoc sau,1.68
2151163048,Augustus,CSE126,Hoc sau,2.81
2151163049,Sherrie,CSE126,Hoc sau,3.53
2151163050,Ezri,CSE126,Hoc sau,8.43
2151163051,Gertrude,CSE126,Hoc sau,3.24
2151163052,Kirbie,CSE126,Hoc sau,0.74
2151163053,Haven,CSE126,Hoc sau,1.19
2151163054,Maximilianus,CSE126,Hoc sau,7.26
2151163055,Brett,CSE126,Hoc sau,4.13
2151163056,Laurianne,CSE126,Hoc sau,1.11
2151163057,Vonnie,CSE126,Hoc sau,9.95
2151163058,Valida,CSE126,Hoc sau,9.41
2151163059,Ware,CSE126,Hoc sau,9.42
2151163060,Arleta,CSE126,Hoc sau,6.49
2151163061,Lela,CSE126,Hoc sau,3.79
2151163062,Agnesse,CSE126,Hoc sau,1.41
2151163063,Tarrance,CSE126,Hoc sau,7.63
2151163064,Ebonee,CSE126,Hoc sau,4.35
2151163065,Jacquelin,CSE126,Hoc sau,8.6
2151163066,Catina,CSE126,Hoc sau,4.25
2151163067,Shani,CSE126,Hoc sau,5.82
2151163068,Nicolas,CSE126,Hoc sau,7.84
2151163069,My,CSE126,Hoc sau,3.13
2151163070,Robert,CSE126,Hoc sau,3.74
2151163071,Frederico,CSE126,Hoc sau,4.65
2151163072,Gaultiero,CSE126,Hoc sau,8.99
2151163073,Stephan,CSE126,Hoc sau,5.33
2151163074,Waylon,CSE126,Hoc sau,3.21
2151163075,Milissent,CSE126,Hoc sau,7.59
2151163077,Tiffanie,CSE126,Hoc sau,7.03
2151163078,Paco,CSE126,Hoc sau,9.72
2151163079,Denni,CSE126,Hoc sau,3.83
2151163080,Kimbell,CSE126,Hoc sau,1.22
2151163081,Jaye,CSE126,Hoc sau,4.27
2151163082,Morlee,CSE126,Hoc sau,8.96
2151163083,Issi,CSE126,Hoc sau,7.42
2151163084,Annmarie,CSE126,Hoc sau,9.55
2151163085,Reynold,CSE126,Hoc sau,2.58
2151163086,Louise,CSE126,Hoc sau,4.77
2151163087,Nerte,CSE126,Hoc sau,1.45
2151163088,Giacinta,CSE126,Hoc sau,0.18
2151163089,Danna,CSE126,Hoc sau,2.74
2151163091,Gabriel,CSE126,Hoc sau,6.48
2151163092,Andrus,CSE126,Hoc sau,1.34
2151163093,Liane,CSE126,Hoc sau,9.96
2151163094,Germana,CSE126,Hoc sau,9.18
2151163095,Maiga,CSE126,Hoc sau,6.88
2151163096,Lucretia,CSE126,Hoc sau,6.38
2151163097,Jereme,CSE126,Hoc sau,6.95
2151163098,Matt,CSE126,Hoc sau,5.48
2151163099,Mohandas,CSE126,Hoc sau,8.08
2151163100,Christophe,CSE126,Hoc sau,5.27
2151163101,Nikoletta,CSE126,Hoc sau,8.18
2151163102,Moishe,CSE126,Hoc sau,6.84
2151163103,Deina,CSE126,Hoc sau,3.1
2151163104,Ernaline,CSE126,Hoc sau,6.92
2151163105,Leslie,CSE126,Hoc sau,0.3
2151163106,Jarret,CSE126,Hoc sau,0.67
2151163107,Mira,CSE126,Hoc sau,2.88
2151163108,Rorie,CSE126,Hoc sau,6.84
2151163109,Masha,CSE126,Hoc sau,2.89
2151163110,Kristofer,CSE126,Hoc sau,3.89
2151163111,Kyla,CSE126,Hoc sau,2.59
2151163112,Christian,CSE126,Hoc sau,7.07
2151163113,Gabriell,CSE126,Hoc sau,7.84
2151163114,Gabriela,CSE126,Hoc sau,5.19
2151163115,Josie,CSE126,Hoc sau,0.34
2151163116,Chloette,CSE126,Hoc sau,6.97
2151163117,Shanna,CSE126,Hoc sau,5.4
2151163118,Linea,CSE126,Hoc sau,3.67
2151163119,Matthus,CSE126,Hoc sau,5.99
2151163120,Lou,CSE126,Hoc sau,9.55
2151163121,Jaime,CSE126,Hoc sau,5.67
2151163122,Wait,CSE126,Hoc sau,9.59
2151163123,Stearn,CSE126,Hoc sau,1.93
2151163124,Reynold,CSE126,Hoc sau,9.25
2151163125,Antin,CSE126,Hoc sau,2.77
2151163126,Talbert,CSE126,Hoc sau,8.16
2151163127,Booth,CSE126,Hoc sau,6.11
2151163128,Zaccaria,CSE126,Hoc sau,9.94
2151163129,Waylan,CSE126,Hoc sau,7.49
2151163130,Melisent,CSE126,Hoc sau,8.15
2151163131,Glynn,CSE126,Hoc sau,4.08
2151163132,Rebecka,CSE126,Hoc sau,0.47
2151163133,Adey,CSE126,Hoc sau,4.63
2151163134,Ailey,CSE126,Hoc sau,6.3
2151163135,Jackqueline,CSE126,Hoc sau,0.43
2151163136,Rockie,CSE126,Hoc sau,0.8
2151163137,Leone,CSE126,Hoc sau,5.48
2151163138,Bendicty,CSE126,Hoc sau,7.67
2151163139,Nellie,CSE126,Hoc sau,7.56
2151163140,Lorry,CSE126,Hoc sau,3.75
2151163141,Maire,CSE126,Hoc sau,9.07
2151163142,Giusto,CSE126,Hoc sau,3.91
2151163143,Netta,CSE126,Hoc sau,3.7
2151163144,Allis,CSE126,Hoc sau,9.2
2151163145,Boniface,CSE126,Hoc sau,5.31
2151163146,Christiano,CSE126,Hoc sau,9.18
2151163147,Marcy,CSE126,Hoc sau,0.8
2151163148,Orlan,CSE126,Hoc sau,0.26
2151163149,Araldo,CSE126,Hoc sau,3.89
2151163150,Alexandros,CSE126,Hoc sau,2.0
2151163151,Abrahan,CSE126,Hoc sau,2.16
2151163152,Jedidiah,CSE126,Hoc sau,8.39
2151163153,Bourke,CSE126,Hoc sau,5.83
2151163154,Roobbie,CSE126,Hoc sau,1.84
2151163155,Yoshi,CSE126,Hoc sau,1.9
2151163156,Gabriele,CSE126,Hoc sau,0.96
2151163158,Ulberto,CSE126,Hoc sau,8.51
2151163159,Sheri,CSE126,Hoc sau,5.22
2151163160,Angelia,CSE126,Hoc sau,2.28
2151163161,Marrissa,CSE126,Hoc sau,8.48
2151163162,Manda,CSE126,Hoc sau,1.89
2151163163,Katina,CSE126,Hoc sau,9.57
2151163164,Eugene,CSE126,Hoc sau,2.29
2151163165,Barbi,CSE126,Hoc sau,8.96
2151163166,Tandi,CSE126,Hoc sau,1.11
2151163167,Honey,CSE126,Hoc sau,7.18
2151163168,Allyn,CSE126,Hoc sau,0.21
2151163169,Rina,CSE126,Hoc sau,4.31
2151163170,Hortensia,CSE126,Hoc sau,5.22
2151163171,Jeth,CSE126,Hoc sau,3.25
2151163172,Viviana,CSE126,Hoc sau,9.42
2151163173,Netti,CSE126,Hoc sau,3.64
2151163174,Ema,CSE126,Hoc sau,7.43
2151163175,Dom,CSE126,Hoc sau,0.23
2151163176,Thorvald,CSE126,Hoc sau,7.64
2151163177,Denys,CSE126,Hoc sau,2.98
2151163178,Janeen,CSE126,Hoc sau,5.66
2151163179,Neill,CSE126,Hoc sau,3.45
2151163180,Lorrin,CSE126,Hoc sau,4.56
2151163181,Tobi,CSE126,Hoc sau,3.27
2151163182,Hamil,CSE126,Hoc sau,3.82
2151163183,Shannon,CSE126,Hoc sau,6.7
2151163184,Raymund,CSE126,Hoc sau,4.66
2151163185,Lonnie,CSE126,Hoc sau,9.75
2151163186,Garwood,CSE126,Hoc sau,4.95
2151163187,Cathee,CSE126,Hoc sau,4.48
2151163188,Caresse,CSE126,Hoc sau,2.11
2151163189,Alyse,CSE126,Hoc sau,1.53
2151163190,Belicia,CSE126,Hoc sau,9.22
2151163191,Pearle,CSE126,Hoc sau,6.12
2151163192,Corine,CSE126,Hoc sau,2.98
2151163193,Sandie,CSE126,Hoc sau,7.14
2151163194,Giorgi,CSE126,Hoc sau,8.91
2151163195,Bengt,CSE126,Hoc sau,5.44
2151163196,Lorelei,CSE126,Hoc sau,2.48
2151163197,Rayna,CSE126,Hoc sau,4.94
2151163198,Darrel,CSE126,Hoc sau,5.15
2151163199,Emmalynn,CSE126,Hoc sau,2.81
2151163200,Oralia,CSE126,Hoc sau,2.79
2151163201,Denna,CSE126,Hoc sau,3.98
2151163202,Aurelie,CSE126,Hoc sau,3.41
2151163203,Arlette,CSE126,Hoc sau,9.77
2151163204,Emelyne,CSE126,Hoc sau,1.25
2151163205,Bert,CSE126,Hoc sau,6.87
2151163206,Andras,CSE126,Hoc sau,4.52
2151163207,Johnna,CSE126,Hoc sau,1.23
2151163208,Ferd,CSE126,Hoc sau,1.99
2151163209,Marketa,CSE126,Hoc sau,0.66
2151163210,Ramon,CSE126,Hoc sau,2.54
2151163211,Tristan,CSE126,Hoc sau,0.59
2151163212,Tobiah,CSE126,Hoc sau,6.95
2151163213,Kippie,CSE126,Hoc sau,3.94
2151163215,Hannie,CSE126,Hoc sau,1.04
2151163216,Cordi,CSE126,Hoc sau,4.97
2151163217,Horatio,CSE126,Hoc sau,4.97
2151163218,Rourke,CSE126,Hoc sau,0.4
2151163219,Peyter,CSE126,Hoc sau,0.47
2151163220,Brendan,CSE126,Hoc sau,2.89
2151163221,Malcolm,CSE126,Hoc sau,9.77
2151163222,Karin,CSE126,Hoc sau,7.14
2151163223,Arielle,CSE126,Hoc sau,2.84
2151163224,Durward,CSE126,Hoc sau,4.0
2151163225,Barbra,CSE126,Hoc sau,4.77
2151163226,Dionysus,CSE126,Hoc sau,8.64
2151163227,Lilia,CSE126,Hoc sau,5.44
2151163228,Ingrim,CSE126,Hoc sau,2.89
2151163229,Korry,CSE126,Hoc sau,2.96
2151163230,Birgitta,CSE126,Hoc sau,9.64
2151163231,Hagan,CSE126,Hoc sau,3.69
2151163232,Giff,CSE126,Hoc sau,3.67
2151163234,Rica,CSE126,Hoc sau,5.16
2151163235,Hilton,CSE126,Hoc sau,4.89
2151163236,Nathalia,CSE126,Hoc sau,4.62
2151163237,Tomaso,CSE126,Hoc sau,8.28
2151163238,Ellary,CSE126,Hoc sau,2.49
2151163239,Pinchas,CSE126,Hoc sau,1.04
2151163240,Josefina,CSE126,Hoc sau,0.36
2151163241,Price,CSE126,Hoc sau,3.4
2151163242,Cris,CSE126,Hoc sau,5.29
2151163243,Briggs,CSE126,Hoc sau,0.7
2151163244,Aurora,CSE126,Hoc sau,8.5
2151163245,Demetrius,CSE126,Hoc sau,2.6
2151163246,Moyna,CSE126,Hoc sau,2.7
2151163247,Paddie,CSE126,Hoc sau,5.93
2151163248,Ophelia,CSE126,Hoc sau,3.74
2151163249,Curtis,CSE126,Hoc sau,1.84
2151163251,Mahalia,KT568,Kinh doanh thuong mai,9.82
2151163252,Palmer,KT568,Kinh doanh thuong mai,4.74
2151163253,Malia,KT568,Kinh doanh thuong mai,0.5
2151163254,Brady,KT568,Kinh doanh thuong mai,4.32
2151163255,Drugi,KT568,Kinh doanh thuong mai,3.7
2151163256,Kirbee,KT568,Kinh doanh thuong mai,2.5
2151163257,Hamish,KT568,Kinh doanh thuong mai,0.38
2151163258,Lorry,KT568,Kinh doanh thuong mai,9.98
2151163259,Melessa,KT568,Kinh doanh thuong mai,4.92
2151163260,Loree,KT568,Kinh doanh thuong mai,6.76
2151163261,Robbie,KT568,Kinh doanh thuong mai,5.44
2151163262,Dwain,KT568,Kinh doanh thuong mai,9.26
2151163263,Casar,KT568,Kinh doanh thuong mai,5.61
2151163264,Lenard,KT568,Kinh doanh thuong mai,6.43
2151163265,Annabelle,KT568,Kinh doanh thuong mai,0.7
2151163266,Flem,KT568,Kinh doanh thuong mai,7.71
2151163267,Raeann,KT568,Kinh doanh thuong mai,1.41
2151163268,Brynn,KT568,Kinh doanh thuong mai,0.45
2151163269,Morganica,KT568,Kinh doanh thuong mai,0.47
2151163270,Ambrosio,KT568,Kinh doanh thuong mai,8.05
2151163271,Margalit,KT568,Kinh doanh thuong mai,1.46
2151163272,Lauren,KT568,Kinh doanh thuong mai,4.93
2151163273,Jedediah,KT568,Kinh doanh thuong mai,5.91
2151163274,Sharla,KT568,Kinh doanh thuong mai,4.51
2151163275,Michell,KT568,Kinh doanh thuong mai,0.56
2151163276,Archer,KT568,Kinh doanh thuong mai,4.34
2151163277,Rodd,KT568,Kinh doanh thuong mai,2.6
2151163278,Sydelle,KT568,Kinh doanh thuong mai,6.08
2151163279,Susana,KT568,Kinh doanh thuong mai,3.19
2151163280,Flor,KT568,Kinh doanh thuong mai,7.68
2151163281,Chelsie,KT568,Kinh doanh thuong mai,5.99
2151163282,Avram,KT568,Kinh doanh thuong mai,4.16
2151163283,Romona,KT568,Kinh doanh thuong mai,5.54
2151163284,Isaac,KT568,Kinh doanh thuong mai,5.95
2151163285,Ethe,KT568,Kinh doanh thuong mai,6.8
2151163286,Aymer,KT568,Kinh doanh thuong mai,7.0
2151163287,Toddy,KT568,Kinh doanh thuong mai,2.96
2151163288,Crawford,KT568,Kinh doanh thuong mai,2.17
2151163289,Danyette,KT568,Kinh doanh thuong mai,7.1
2151163290,Lacy,KT568,Kinh doanh thuong mai,2.49
2151163291,Cooper,KT568,Kinh doanh thuong mai,2.9
2151163292,Chryste,KT568,Kinh doanh thuong mai,4.19
2151163293,May,KT568,Kinh doanh thuong mai,1.22
2151163294,Sharline,KT568,Kinh doanh thuong mai,1.64
2151163295,Dolph,KT568,Kinh doanh thuong mai,6.28
2151163296,Garth,KT568,Kinh doanh thuong mai,7.96
2151163297,Miguelita,KT568,Kinh doanh thuong mai,9.56
2151163298,Fania,KT568,Kinh doanh thuong mai,0.89
2151163299,Donn,KT568,Kinh doanh thuong mai,0.32
2151163300,Cass,KT568,Kinh doanh thuong mai,7.95
2151163301,Brit,KT568,Kinh doanh thuong mai,8.31
2151163302,Margy,KT568,Kinh doanh thuong mai,0.98
2151163303,Leonardo,KT568,Kinh doanh thuong mai,5.32
2151163304,Milka,KT568,Kinh doanh thuong mai,5.29
2151163305,Ava,KT568,Kinh doanh thuong mai,2.98
2151163306,Risa,KT568,Kinh doanh thuong mai,3.97
2151163307,Tami,KT568,Kinh doanh thuong mai,2.66
2151163308,Gabriel,KT568,Kinh doanh thuong mai,2.86
2151163309,Olva,KT568,Kinh doanh thuong mai,6.69
2151163310,Johann,KT568,Kinh doanh thuong mai,6.74
2151163311,Gae,KT568,Kinh doanh thuong mai,6.17
2151163312,Sollie,KT568,Kinh doanh thuong mai,5.59
2151163313,Jacklyn,KT568,Kinh doanh thuong mai,0.16
2151163314,Zulema,KT568,Kinh doanh thuong mai,6.13
2151163315,Freddy,KT568,Kinh doanh thuong mai,5.06
2151163316,Andonis,KT568,Kinh doanh thuong mai,7.69
2151163317,Alano,KT568,Kinh doanh thuong mai,2.84
2151163318,Galvan,KT568,Kinh doanh thuong mai,3.24
2151163319,Leelah,KT568,Kinh doanh thuong mai,7.96
2151163320,Jules,KT568,Kinh doanh thuong mai,7.53
2151163321,Katusha,KT568,Kinh doanh thuong mai,1.28
2151163322,Marga,KT568,Kinh doanh thuong mai,5.5
2151163323,Oliviero,KT568,Kinh doanh thuong mai,6.46
2151163324,Ardath,KT568,Kinh doanh thuong mai,2.16
2151163325,Jean,KT568,Kinh doanh thuong mai,6.25
2151163326,Shela,KT568,Kinh doanh thuong mai,5.06
2151163327,Mathilde,KT568,Kinh doanh thuong mai,6.36
2151163328,Idalina,KT568,Kinh doanh thuong mai,2.46
2151163329,Dixie,KT568,Kinh doanh thuong mai,9.05
2151163330,Germayne,KT568,Kinh doanh thuong mai,7.4
2151163331,Lyndy,KT568,Kinh doanh thuong mai,8.91
2151163332,Carter,KT568,Kinh doanh thuong mai,9.06
2151163333,Cloe,KT568,Kinh doanh thuong mai,4.26
2151163334,Wilmer,KT568,Kinh doanh thuong mai,8.57
2151163335,Kathryne,KT568,Kinh doanh thuong mai,1.74
2151163336,Taylor,KT568,Kinh doanh thuong mai,8.75
2151163337,Neddie,KT568,Kinh doanh thuong mai,7.98
2151163338,Giordano,KT568,Kinh doanh thuong mai,6.34
2151163339,Blinnie,KT568,Kinh doanh thuong mai,1.36
2151163340,Kitty,KT568,Kinh doanh thuong mai,9.28
2151163341,Sheri,KT568,Kinh doanh thuong mai,5.37
2151163342,Caesar,KT568,Kinh doanh thuong mai,9.64
2151163343,Morse,KT568,Kinh doanh thuong mai,5.61
2151163344,Noel,KT568,Kinh doanh thuong mai,6.59
2151163345,Hannis,KT568,Kinh doanh thuong mai,6.42
2151163346,Cleopatra,KT568,Kinh doanh thuong mai,7.82
2151163347,Joana,KT568,Kinh doanh thuong mai,9.23
2151163348,Patric,KT568,Kinh doanh thuong mai,6.4
2151163349,Hamnet,KT568,Kinh doanh thuong mai,8.4
2151163350,Irving,KT568,Kinh doanh thuong mai,0.27
2151163351,Bent,KT568,Kinh doanh thuong mai,3.6
2151163352,Ira,KT568,Kinh doanh thuong mai,5.76
2151163353,Court,KT568,Kinh doanh thuong mai,9.39
2151163354,Jsandye,KT568,Kinh doanh thuong mai,2.89
2151163355,Svend,KT568,Kinh doanh thuong mai,7.49
2151163356,Carolyne,KT568,Kinh doanh thuong mai,8.09
2151163357,Nathalie,KT568,Kinh doanh thuong mai,7.85
2151163358,Pet,KT568,Kinh doanh thuong mai,7.24
2151163359,Brett,KT568,Kinh doanh thuong mai,7.69
2151163360,Dilly,KT568,Kinh doanh thuong mai,7.16
2151163361,Hamnet,KT568,Kinh doanh thuong mai,0.32
2151163362,Parnell,KT568,Kinh doanh thuong mai,1.7
2151163363,Blythe,KT568,Kinh doanh thuong mai,4.67
2151163364,Gabriella,KT568,Kinh doanh thuong mai,3.17
2151163365,Isa,KT568,Kinh doanh thuong mai,4.54
2151163366,Arlena,KT568,Kinh doanh thuong mai,1.24
2151163367,Abigail,KT568,Kinh doanh thuong mai,6.25
2151163368,Kerry,KT568,Kinh doanh thuong mai,6.84
2151163369,Andree,KT568,Kinh doanh thuong mai,0.41
2151163370,Jorrie,KT568,Kinh doanh thuong mai,5.78
2151163371,Ofelia,KT568,Kinh doanh thuong mai,9.55
2151163372,Eunice,KT568,Kinh doanh thuong mai,4.68
2151163373,Aridatha,KT568,Kinh doanh thuong mai,5.72
2151163374,Wolfgang,KT568,Kinh doanh thuong mai,6.92
2151163375,Valli,KT568,Kinh doanh thuong mai,4.04
2151163376,Marty,KT568,Kinh doanh thuong mai,0.28
2151163377,Lily,KT568,Kinh doanh thuong mai,3.55
2151163378,Tony,KT568,Kinh doanh thuong mai,6.89
2151163379,Erwin,KT568,Kinh doanh thuong mai,0.3
2151163380,Reina,KT568,Kinh doanh thuong mai,7.36
2151163381,Marietta,KT568,Kinh doanh thuong mai,7.12
2151163382,Candice,KT568,Kinh doanh thuong mai,6.93
2151163383,Gabriel,KT568,Kinh doanh thuong mai,5.96
2151163384,Cody,KT568,Kinh doanh thuong mai,1.53
2151163385,Averil,KT568,Kinh doanh thuong mai,4.78
2151163386,Myriam,KT568,Kinh doanh thuong mai,7.41
2151163387,Gerrie,KT568,Kinh doanh thuong mai,8.41
2151163388,Aland,KT568,Kinh doanh thuong mai,9.19
2151163389,Basilius,KT568,Kinh doanh thuong mai,2.32
2151163390,Virgie,KT568,Kinh doanh thuong mai,1.01
2151163391,Erhard,KT568,Kinh doanh thuong mai,9.13
2151163392,Guillaume,KT568,Kinh doanh thuong mai,2.14
2151163393,Krystalle,KT568,Kinh doanh thuong mai,2.79
2151163394,Florette,KT568,Kinh doanh thuong mai,1.13
2151163395,Batsheva,KT568,Kinh doanh thuong mai,2.07
2151163396,Rustie,KT568,Kinh doanh thuong mai,5.74
2151163397,Loni,KT568,Kinh doanh thuong mai,2.1
2151163398,Zia,KT568,Kinh doanh thuong mai,6.16
2151163399,Johnna,KT568,Kinh doanh thuong mai,8.77
2151163400,Allsun,KT568,Kinh doanh thuong mai,8.18
2151163401,Anabella,KT568,Kinh doanh thuong mai,3.18
2151163402,Raymund,KT568,Kinh doanh thuong mai,1.98
2151163403,Jeremie,KT568,Kinh doanh thuong mai,4.51
2151163404,Kaela,KT568,Kinh doanh thuong mai,6.24
2151163405,Ettie,KT568,Kinh doanh thuong mai,5.72
2151163406,Terencio,KT568,Kinh doanh thuong mai,8.24
2151163407,Marlee,KT568,Kinh doanh thuong mai,3.12
2151163408,Hilliard,KT568,Kinh doanh thuong mai,6.82
2151163409,Toiboid,KT568,Kinh doanh thuong mai,6.52
2151163410,Hestia,KT568,Kinh doanh thuong mai,5.81
2151163411,Rodina,KT568,Kinh doanh thuong mai,2.86
2151163412,Gaby,KT568,Kinh doanh thuong mai,8.14
2151163413,Alonso,KT568,Kinh doanh thuong mai,7.28
2151163414,Rosalynd,KT568,Kinh doanh thuong mai,5.58
2151163415,Concordia,KT568,Kinh doanh thuong mai,2.36
2151163416,Magdalene,KT568,Kinh doanh thuong mai,6.08
2151163417,Val,KT568,Kinh doanh thuong mai,7.86
2151163418,Dukie,KT568,Kinh doanh thuong mai,2.54
2151163419,Quint,KT568,Kinh doanh thuong mai,1.45
2151163420,Cherin,KT568,Kinh doanh thuong mai,4.78
2151163421,Emelyne,KT568,Kinh doanh thuong mai,0.89
2151163422,Joscelin,KT568,Kinh doanh thuong mai,0.88
2151163423,Sam,KT568,Kinh doanh thuong mai,5.04
2151163424,Karilynn,KT568,Kinh doanh thuong mai,1.0
2151163425,Berty,KT568,Kinh doanh thuong mai,8.21
2151163426,Jareb,KT568,Kinh doanh thuong mai,3.57
2151163427,Heather,KT568,Kinh doanh thuong mai,1.32
2151163428,Dion,KT568,Kinh doanh thuong mai,4.79
2151163429,Celestina,KT568,Kinh doanh thuong mai,4.45
2151163430,Hamid,KT568,Kinh doanh thuong mai,2.31
2151163431,Herculie,KT568,Kinh doanh thuong mai,1.79
2151163432,Maurizia,KT568,Kinh doanh thuong mai,7.3
2151163433,Viv,KT568,Kinh doanh thuong mai,9.62
2151163434,Jerrylee,KT568,Kinh doanh thuong mai,7.03
2151163435,Tate,KT568,Kinh doanh thuong mai,9.06
2151163436,Honoria,KT568,Kinh doanh thuong mai,9.14
2151163437,Beitris,KT568,Kinh doanh thuong mai,1.07
2151163438,Lisha,KT568,Kinh doanh thuong mai,0.52
2151163439,Lishe,KT568,Kinh doanh thuong mai,9.62
2151163440,Sollie,KT568,Kinh doanh thuong mai,4.7
2151163441,Natasha,KT568,Kinh doanh thuong mai,6.22
2151163442,Zaccaria,KT568,Kinh doanh thuong mai,6.34
2151163443,Juana,KT568,Kinh doanh thuong mai,3.01
2151163444,Shari,KT568,Kinh doanh thuong mai,4.82
2151163445,Olympe,KT568,Kinh doanh thuong mai,8.2
2151163446,Ema,KT568,Kinh doanh thuong mai,5.02
2151163447,Allayne,KT568,Kinh doanh thuong mai,7.5
2151163448,Estelle,KT568,Kinh doanh thuong mai,3.36
2151163449,Percy,KT568,Kinh doanh thuong mai,0.02
2151163450,Revkah,KT568,Kinh doanh thuong mai,6.06
2151163451,Cherilyn,KT568,Kinh doanh thuong mai,7.85
2151163452,Tova,KT568,Kinh doanh thuong mai,3.55
2151163453,Magda,KT568,Kinh doanh thuong mai,3.03
2151163454,Carolee,KT568,Kinh doanh thuong mai,7.01
2151163455,Doyle,KT568,Kinh doanh thuong mai,9.26
2151163456,Charyl,KT568,Kinh doanh thuong mai,8.44
2151163457,Stan,KT568,Kinh doanh thuong mai,5.45
2151163458,Clerissa,KT568,Kinh doanh thuong mai,8.5
2151163459,Sigmund,KT568,Kinh doanh thuong mai,2.49
2151163460,Stern,KT568,Kinh doanh thuong mai,2.65
2151163461,Valma,KT568,Kinh doanh thuong mai,4.22
2151163462,Eveleen,KT568,Kinh doanh thuong mai,6.12
2151163463,Christalle,KT568,Kinh doanh thuong mai,7.67
2151163464,Halley,KT568,Kinh doanh thuong mai,1.9
2151163465,Winfred,KT568,Kinh doanh thuong mai,3.89
2151163466,Corrie,KT568,Kinh doanh thuong mai,6.43
